State Code,District Code,Sub District Code,Level,Area Name,Total number of inhabited villages,Total Rural population,,,Less than 200,,,,200-499,,,,500-999,,,,1000-1999,,,,2000-4999,,,,5000-9999,,,,10000 and above,,,
,,,,,,,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,
,,,,,,Persons ,Males,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females
23,436,03517,SUB-DISTRICT,Badod,139,121689,62346,59343,2,388,198,190,29,10572,5347,5225,64,46603,23793,22810,40,54187,27919,26268,4,9939,5089,4850,0,0,0,0,0,0,0,0
23,436,03518,SUB-DISTRICT,Agar,137,124960,64137,60823,11,1463,756,707,31,11515,5897,5618,57,42311,21707,20604,29,39792,20423,19369,8,23263,12013,11250,1,6616,3341,3275,0,0,0,0
23,436,03519,SUB-DISTRICT,Shajapur,144,162431,84207,78224,8,854,453,401,30,10505,5452,5053,47,33489,17239,16250,43,59427,30672,28755,13,36116,18914,17202,3,22040,11477,10563,0,0,0,0
23,436,03520,SUB-DISTRICT,Gulana,93,133807,69398,64409,3,422,224,198,12,4200,2165,2035,37,27673,14539,13134,24,35972,18651,17321,14,43086,22253,20833,3,22454,11566,10888,0,0,0,0
23,436,03521,SUB-DISTRICT,Moman Badodiya,102,115216,59549,55667,7,809,430,379,23,8568,4478,4090,32,23882,12373,11509,27,34202,17706,16496,10,28579,14685,13894,3,19176,9877,9299,0,0,0,0
23,436,03522,SUB-DISTRICT,Shujalpur,131,164099,84941,79158,9,438,231,207,21,7624,3996,3628,33,24883,12917,11966,49,69438,35934,33504,18,54622,28257,26365,1,7094,3606,3488,0,0,0,0
23,436,03523,SUB-DISTRICT,Kalapipal,121,189631,98466,91165,7,656,350,306,11,4292,2220,2072,34,26387,13826,12561,44,62780,32454,30326,18,53263,27561,25702,7,42253,22055,20198,0,0,0,0
23,437,00000,DISTRICT,Dewas,1057,1111956,571720,540236,91,8346,4325,4021,224,82191,42230,39961,340,244374,125644,118730,275,383771,197932,185839,112,305123,156326,148797,15,88151,45263,42888,0,0,0,0
23,437,03524,SUB-DISTRICT,Tonk Khurd,108,125804,64575,61229,6,712,365,347,21,7414,3798,3616,34,23773,12132,11641,31,46721,24138,22583,15,41817,21368,20449,1,5367,2774,2593,0,0,0,0
23,437,03525,SUB-DISTRICT,Sonkatch,128,133945,68536,65409,6,554,285,269,22,8474,4275,4199,49,34104,17528,16576,39,54913,28108,26805,11,30371,15533,14838,1,5529,2807,2722,0,0,0,0
23,437,03526,SUB-DISTRICT,Dewas,221,216398,110962,105436,15,1856,943,913,70,26811,13758,13053,65,47295,24203,23092,46,60177,30900,29277,20,51184,26166,25018,5,29075,14992,14083,0,0,0,0
23,437,03527,SUB-DISTRICT,Kannod,64,94643,48714,45929,3,170,94,76,4,1685,881,804,19,14038,7266,6772,26,39166,20255,18911,10,27126,13920,13206,2,12458,6298,6160,0,0,0,0
23,437,03528,SUB-DISTRICT,Satwas,97,112374,58165,54209,3,203,122,81,12,4084,2117,1967,33,23456,12175,11281,35,47081,24399,22682,14,37550,19352,18198,0,0,0,0,0,0,0,0
23,437,03529,SUB-DISTRICT,Bagli,177,173577,88462,85115,29,2214,1134,1080,41,13957,7145,6812,44,31907,16197,15710,39,51657,26418,25239,22,60900,30925,29975,2,12942,6643,6299,0,0,0,0
23,437,03530,SUB-DISTRICT,Hatpiplya,94,89193,45982,43211,17,1213,632,581,20,7360,3770,3590,29,20749,10731,10018,18,23415,12124,11291,8,24892,12809,12083,2,11564,5916,5648,0,0,0,0
23,437,03531,SUB-DISTRICT,Khategaon,168,166022,86324,79698,12,1424,750,674,34,12406,6486,5920,67,49052,25412,23640,41,60641,31590,29051,12,31283,16253,15030,2,11216,5833,5383,0,0,0,0
23,438,00000,DISTRICT,Dhar,1477,1772572,895113,877459,114,13140,6661,6479,276,98927,50044,48883,448,328425,165583,162842,414,592402,298099,294303,199,558502,282453,276049,25,169965,86677,83288,1,11211,5596,5615
23,438,03532,SUB-DISTRICT,Badnawar,165,205523,103953,101570,11,1496,749,747,36,13299,6692,6607,56,41916,21210,20706,34,48829,24460,24369,23,67335,34230,33105,5,32648,16612,16036,0,0,0,0
23,438,03533,SUB-DISTRICT,Sardarpur,191,268552,136504,132048,17,2157,1084,1073,37,12939,6548,6391,61,46050,23261,22789,38,54360,27589,26771,28,78648,40000,38648,9,63187,32426,30761,1,11211,5596,5615
23,438,03534,SUB-DISTRICT,Dhar,422,339043,172947,166096,57,6261,3195,3066,130,44383,22651,21732,135,96289,48907,47382,72,97256,49465,47791,23,64662,33142,31520,5,30192,15587,14605,0,0,0,0
23,438,03535,SUB-DISTRICT,Gandhwani,145,156046,77672,78374,12,1654,826,828,30,11370,5663,5707,42,30429,15117,15312,45,62274,30912,31362,14,37097,18469,18628,2,13222,6685,6537,0,0,0,0
23,438,03536,SUB-DISTRICT,Kukshi,194,284677,142249,142428,6,643,327,316,10,4271,2159,2112,58,44227,22107,22120,82,119799,59861,59938,36,99253,49606,49647,2,16484,8189,8295,0,0,0,0
23,438,03537,SUB-DISTRICT,Dahi,61,105733,53261,52472,0,0,0,0,3,1167,579,588,9,5924,2985,2939,31,47023,23593,23430,18,51619,26104,25515,0,0,0,0,0,0,0,0
23,438,03538,SUB-DISTRICT,Manawar,198,277795,140183,137612,3,428,216,212,14,5248,2651,2597,62,45470,22867,22603,82,119528,60216,59312,35,92889,47055,45834,2,14232,7178,7054,0,0,0,0
23,438,03539,SUB-DISTRICT,Dharampuri,101,135203,68344,66859,8,501,264,237,16,6250,3101,3149,25,18120,9129,8991,30,43333,22003,21330,22,66999,33847,33152,0,0,0,0,0,0,0,0
23,439,00000,DISTRICT,Indore,614,848988,436755,412233,38,4059,2115,1944,80,28358,14510,13848,204,149392,76060,73332,200,281865,144327,137538,68,207233,106980,100253,21,141270,73017,68253,3,36811,19746,17065
23,439,03540,SUB-DISTRICT,Depalpur,146,180044,92410,87634,4,643,347,296,20,6776,3472,3304,51,37284,18862,18422,55,78180,39663,38517,14,41054,20878,20176,1,5350,2734,2616,1,10757,6454,4303
23,439,03541,SUB-DISTRICT,Hatod,59,71152,36273,34879,1,77,40,37,5,1635,820,815,20,14686,7525,7161,27,37284,18981,18303,6,17470,8907,8563,0,0,0,0,0,0,0,0
23,439,03542,SUB-DISTRICT,Sawer,125,171292,87819,83473,3,240,132,108,12,4803,2427,2376,42,32228,16379,15849,51,72913,37333,35580,13,39012,20134,18878,4,22096,11414,10682,0,0,0,0
23,439,03543,SUB-DISTRICT,Indore,118,195847,101077,94770,9,1021,519,502,17,5734,2932,2802,36,26961,13899,13062,30,43060,22320,20740,15,46653,24114,22539,11,72418,37293,35125,0,0,0,0
23,439,03544,SUB-DISTRICT,Mhow ,166,230653,119176,111477,21,2078,1077,1001,26,9410,4859,4551,55,38233,19395,18838,37,50428,26030,24398,20,63044,32947,30097,5,41406,21576,19830,2,26054,13292,12762
23,440,00000,DISTRICT,Khargone (West Nimar),1194,1574190,799396,774794,118,9167,4781,4386,165,60371,30746,29625,296,216509,109938,106571,395,562081,285426,276655,192,538557,273700,264857,26,161380,81586,79794,2,26125,13219,12906
23,440,03545,SUB-DISTRICT,Barwaha,254,278531,142606,135925,26,1872,1032,840,53,18572,9507,9065,73,52367,26777,25590,71,99047,50741,48306,26,76253,39028,37225,5,30420,15521,14899,0,0,0,0
23,440,03546,SUB-DISTRICT,Maheshwar,175,196278,99528,96750,23,1602,845,757,28,11013,5569,5444,48,35896,18215,17681,53,74258,37541,36717,21,62597,31858,30739,2,10912,5500,5412,0,0,0,0
23,440,03547,SUB-DISTRICT,Kasrawad,178,219959,112622,107337,19,1587,797,790,25,9179,4673,4506,47,35015,17760,17255,56,78673,40142,38531,28,77167,39829,37338,3,18338,9421,8917,0,0,0,0
23,440,03548,SUB-DISTRICT,Segaon,53,83487,42032,41455,1,77,39,38,6,2027,1012,1015,7,4823,2419,2404,25,36302,18274,18028,13,32616,16355,16261,1,7642,3933,3709,0,0,0,0
23,440,03549,SUB-DISTRICT,Bhikangaon,131,175563,89089,86474,8,697,349,348,15,5488,2795,2693,34,25133,12685,12448,48,68434,34803,33631,23,58487,29674,28813,3,17324,8783,8541,0,0,0,0
23,440,03550,SUB-DISTRICT,Khargone,91,113162,58017,55145,19,1099,565,534,12,4125,2155,1970,19,13314,6827,6487,25,38220,19632,18588,14,39678,20274,19404,1,6337,3193,3144,1,10389,5371,5018
23,440,03551,SUB-DISTRICT,Gogaon,76,112458,57552,54906,9,1035,543,492,6,2396,1235,1161,20,14544,7451,7093,26,36281,18611,17670,11,33568,17248,16320,4,24634,12464,12170,0,0,0,0
23,440,03552,SUB-DISTRICT,Bhagwanpura,107,192996,96841,96155,7,566,293,273,10,3531,1787,1744,24,17198,8575,8623,32,48276,24180,24096,30,86625,43730,42895,3,21064,10428,10636,1,15736,7848,7888
23,440,03553,SUB-DISTRICT,Jhiranya,129,201756,101109,100647,6,632,318,314,10,4040,2013,2027,24,18219,9229,8990,59,82590,41502,41088,26,71566,35704,35862,4,24709,12343,12366,0,0,0,0
23,441,00000,DISTRICT,Barwani ,696,1181812,594907,586905,24,2425,1231,1194,63,22574,11475,11099,172,130051,65556,64495,226,323334,162720,160614,189,551726,277916,273810,20,127965,64593,63372,2,23737,11416,12321
23,441,03554,SUB-DISTRICT,Barwani,96,155557,78472,77085,5,420,198,222,10,3515,1770,1745,24,18140,9174,8966,30,42364,21310,21054,24,73650,37275,36375,3,17468,8745,8723,0,0,0,0
23,441,03555,SUB-DISTRICT,Pati,109,162432,81796,80636,2,254,131,123,17,6096,3096,3000,32,23550,11994,11556,28,38448,19399,19049,29,87200,43759,43441,1,6884,3417,3467,0,0,0,0
23,441,03556,SUB-DISTRICT,Thikri,54,72233,36990,35243,7,348,205,143,4,1707,859,848,20,14420,7184,7236,11,15096,7769,7327,11,32042,16538,15504,1,8620,4435,4185,0,0,0,0
23,441,03557,SUB-DISTRICT,Anjad,46,63176,32068,31108,1,66,37,29,4,1388,694,694,14,10819,5545,5274,19,26671,13469,13202,7,19022,9691,9331,1,5210,2632,2578,0,0,0,0
23,441,03558,SUB-DISTRICT,Rajpur,97,182156,91757,90399,1,171,88,83,5,1690,853,837,22,17655,8886,8769,31,43978,22100,21878,33,89451,44955,44496,5,29211,14875,14336,0,0,0,0
23,441,03559,SUB-DISTRICT,Pansemal,103,130065,65205,64860,3,469,216,253,16,5159,2637,2522,34,25619,12813,12806,29,41355,20644,20711,21,57463,28895,28568,0,0,0,0,0,0,0,0
23,441,03560,SUB-DISTRICT,Niwali,68,112639,56108,56531,4,513,263,250,4,1691,880,811,16,12114,6010,6104,28,41308,20693,20615,15,45253,22870,22383,0,0,0,0,1,11760,5392,6368
23,441,03561,SUB-DISTRICT,Sendhwa,77,174833,88051,86782,1,184,93,91,1,413,212,201,6,4671,2430,2241,34,50357,25416,24941,31,91162,45776,45386,4,28046,14124,13922,0,0,0,0
23,441,03562,SUB-DISTRICT,Varla,46,128721,64460,64261,0,0,0,0,2,915,474,441,4,3063,1520,1543,16,23757,11920,11837,18,56483,28157,28326,5,32526,16365,16161,1,11977,6024,5953
23,442,00000,DISTRICT,Rajgarh,1677,1269357,648407,620950,250,30296,15522,14774,553,190844,97336,93508,475,339412,173272,166140,301,405052,206962,198090,91,253784,129665,124119,6,36052,18388,17664,1,13917,7262,6655
23,442,03563,SUB-DISTRICT,Jirapur,215,168475,85240,83235,33,4035,2055,1980,74,26711,13496,13215,55,38851,19649,19202,37,51486,26072,25414,15,42291,21371,20920,1,5101,2597,2504,0,0,0,0
23,442,03564,SUB-DISTRICT,Khilchipur,317,163636,82839,80797,76,9940,5062,4878,136,45674,23095,22579,70,48842,24734,24108,26,35467,18033,17434,9,23713,11915,11798,0,0,0,0,0,0,0,0
23,442,03565,SUB-DISTRICT,Rajgarh,375,199276,101753,97523,72,8268,4246,4022,160,54507,27893,26614,93,63734,32532,31202,45,58375,29733,28642,5,14392,7349,7043,0,0,0,0,0,0,0,0
23,442,03566,SUB-DISTRICT,Biaora,277,220887,113597,107290,37,4575,2376,2199,87,28932,14927,14005,73,52702,27082,25620,61,80305,41401,38904,19,54373,27811,26562,0,0,0,0,0,0,0,0
23,442,03567,SUB-DISTRICT,Sarangpur,135,148647,76148,72499,2,254,131,123,27,10550,5423,5127,53,39697,20332,19365,40,54018,27626,26392,10,26540,13703,12837,3,17588,8933,8655,0,0,0,0
23,442,03568,SUB-DISTRICT,Narsinghgarh,240,235951,120991,114960,29,3097,1592,1505,53,18547,9468,9079,84,60646,30971,29675,51,72011,36897,35114,21,61022,31370,29652,1,6711,3431,3280,1,13917,7262,6655
23,442,03569,SUB-DISTRICT,Pachore,118,132485,67839,64646,1,127,60,67,16,5923,3034,2889,47,34940,17972,16968,41,53390,27200,26190,12,31453,16146,15307,1,6652,3427,3225,0,0,0,0
23,443,00000,DISTRICT,Vidisha,1536,1119257,591962,527295,196,22041,11709,10332,506,178681,94879,83802,526,374224,198203,176021,236,323647,171143,152504,66,183645,96590,87055,6,37019,19438,17581,0,0,0,0
23,443,03570,SUB-DISTRICT,Lateri,183,124793,66177,58616,31,3754,2008,1746,67,23535,12467,11068,51,36762,19468,17294,26,34693,18380,16313,7,20778,11083,9695,1,5271,2771,2500,0,0,0,0
23,443,03571,SUB-DISTRICT,Sironj,275,182120,96963,85157,35,3634,1951,1683,87,29519,15707,13812,109,77000,41112,35888,34,45609,24365,21244,10,26358,13828,12530,0,0,0,0,0,0,0,0
23,443,03572,SUB-DISTRICT,Kurwai,206,143422,75707,67715,24,2441,1308,1133,72,25700,13550,12150,78,53892,28522,25370,24,33015,17382,15633,7,19719,10419,9300,1,8655,4526,4129,0,0,0,0
23,443,03573,SUB-DISTRICT,Basoda,176,130562,69129,61433,26,2967,1593,1374,51,18762,9935,8827,65,47098,24866,22232,27,38210,20264,17946,6,17142,9066,8076,1,6383,3405,2978,0,0,0,0
23,443,03574,SUB-DISTRICT,Tyonda,99,69136,36580,32556,16,2132,1116,1016,31,10915,5880,5035,31,21719,11537,10182,15,18911,9965,8946,6,15459,8082,7377,0,0,0,0,0,0,0,0
23,443,03575,SUB-DISTRICT,Nateran,82,82718,43579,39139,3,395,210,185,21,7734,4090,3644,27,18675,9860,8815,21,29155,15447,13708,10,26759,13972,12787,0,0,0,0,0,0,0,0
23,443,03576,SUB-DISTRICT,Shamshabad,96,97169,51397,45772,7,750,393,357,25,8798,4710,4088,29,20667,10919,9748,26,37620,19907,17713,7,18895,9974,8921,2,10439,5494,4945,0,0,0,0
23,443,03577,SUB-DISTRICT,Gyaraspur,117,69107,36495,32612,32,3372,1789,1583,43,14963,7967,6996,24,17157,9148,8009,15,20774,10896,9878,2,6570,3453,3117,1,6271,3242,3029,0,0,0,0
23,443,03578,SUB-DISTRICT,Gulabganj,75,54164,28394,25770,7,795,434,361,22,7755,4112,3643,30,21074,11006,10068,14,18036,9534,8502,2,6504,3308,3196,0,0,0,0,0,0,0,0
23,443,03579,SUB-DISTRICT,Vidisha,227,166066,87541,78525,15,1801,907,894,87,31000,16461,14539,82,60180,31765,28415,34,47624,25003,22621,9,25461,13405,12056,0,0,0,0,0,0,0,0
23,444,00000,DISTRICT,Bhopal,501,454010,238025,215985,62,6639,3490,3149,125,44496,23441,21055,171,124361,65340,59021,95,127736,67137,60599,43,121521,63357,58164,5,29257,15260,13997,0,0,0,0
23,444,03580,SUB-DISTRICT,Berasia,290,232587,122462,110125,29,3142,1687,1455,77,27340,14515,12825,112,79499,41897,37602,53,68765,36159,32606,18,47456,24864,22592,1,6385,3340,3045,0,0,0,0
23,444,03581,SUB-DISTRICT,Huzur,211,221423,115563,105860,33,3497,1803,1694,48,17156,8926,8230,59,44862,23443,21419,42,58971,30978,27993,25,74065,38493,35572,4,22872,11920,10952,0,0,0,0
23,445,00000,DISTRICT,Sehore,1031,1062870,554636,508234,86,8895,4691,4204,208,74733,38976,35757,357,263220,137370,125850,275,383191,199637,183554,93,250951,130111,120840,11,71609,38242,33367,1,10271,5609,4662
23,445,03582,SUB-DISTRICT,Sehore,154,165960,87204,78756,16,1539,801,738,20,7486,3972,3514,55,42301,22101,20200,46,67874,35510,32364,16,40352,21092,19260,1,6408,3728,2680,0,0,0,0
23,445,03583,SUB-DISTRICT,Shyampur,144,152354,80246,72108,9,863,451,412,34,12258,6433,5825,48,32832,17211,15621,38,49828,26132,23696,12,33294,17306,15988,2,13008,7104,5904,1,10271,5609,4662
23,445,03584,SUB-DISTRICT,Ashta,186,189752,98452,91300,19,1856,1011,845,35,12701,6571,6130,68,52146,27122,25024,49,71770,37162,34608,13,39022,20185,18837,2,12257,6401,5856,0,0,0,0
23,445,03585,SUB-DISTRICT,Jawar,96,100255,51960,48295,9,1105,559,546,25,9273,4791,4482,24,18084,9320,8764,30,42212,21628,20584,6,16040,8315,7725,2,13541,7347,6194,0,0,0,0
23,445,03586,SUB-DISTRICT,Ichhawar,143,147086,76243,70843,11,1072,544,528,26,8896,4624,4272,51,37079,19262,17817,38,49180,25536,23644,16,45428,23477,21951,1,5431,2800,2631,0,0,0,0
23,445,03587,SUB-DISTRICT,Nasrullaganj,128,152475,79235,73240,4,384,203,181,18,6324,3239,3085,45,34399,18038,16361,39,53006,27705,25301,21,51865,26721,25144,1,6497,3329,3168,0,0,0,0
23,445,03588,SUB-DISTRICT,Budni,82,75098,39688,35410,9,1155,625,530,24,8678,4617,4061,27,18802,9902,8900,16,22516,11995,10521,4,9480,5016,4464,2,14467,7533,6934,0,0,0,0
23,445,03589,SUB-DISTRICT,Rehti,98,79890,41608,38282,9,921,497,424,26,9117,4729,4388,39,27577,14414,13163,19,26805,13969,12836,5,15470,7999,7471,0,0,0,0,0,0,0,0
23,446,00000,DISTRICT,Raisen,1424,1028172,539960,488212,187,18366,9740,8626,490,171424,90095,81329,465,333710,175055,158655,208,282708,148649,134059,68,184095,96657,87438,6,37869,19764,18105,0,0,0,0
23,446,03590,SUB-DISTRICT,Raisen,214,173496,90791,82705,18,2055,1084,971,66,23146,12133,11013,75,55458,29076,26382,42,57746,30163,27583,12,30074,15677,14397,1,5017,2658,2359,0,0,0,0
23,446,03591,SUB-DISTRICT,Gairatganj,163,106834,56323,50511,16,1864,1032,832,66,21959,11613,10346,63,44251,23360,20891,14,19377,10204,9173,2,6187,3312,2875,2,13196,6802,6394,0,0,0,0
23,446,03592,SUB-DISTRICT,Begamganj,207,112479,59708,52771,36,2428,1286,1142,80,28543,15195,13348,65,45860,24339,21521,25,33329,17656,15673,1,2319,1232,1087,0,0,0,0,0,0,0,0
23,446,03593,SUB-DISTRICT,Goharganj,219,161466,84619,76847,34,2680,1410,1270,82,29830,15732,14098,56,41318,21736,19582,34,46160,24195,21965,13,41478,21546,19932,0,0,0,0,0,0,0,0
23,446,03594,SUB-DISTRICT,Baraily,111,107656,56873,50783,10,909,475,434,26,9722,5096,4626,36,25257,13281,11976,26,34810,18470,16340,12,31911,16887,15024,1,5047,2664,2383,0,0,0,0
23,446,03595,SUB-DISTRICT,Badi,114,92100,48598,43502,16,2100,1118,982,29,9462,4986,4476,41,29706,15495,14211,19,27130,14416,12714,9,23702,12583,11119,0,0,0,0,0,0,0,0
23,446,03596,SUB-DISTRICT,Silwani,241,136151,70806,65345,37,4291,2275,2016,109,37793,19588,18205,71,49721,25765,23956,18,23029,11947,11082,5,16140,8567,7573,1,5177,2664,2513,0,0,0,0
23,446,03597,SUB-DISTRICT,Udaipura,155,137990,72242,65748,20,2039,1060,979,32,10969,5752,5217,58,42139,22003,20136,30,41127,21598,19529,14,32284,16853,15431,1,9432,4976,4456,0,0,0,0
23,447,00000,DISTRICT,Betul,1344,1266211,640358,625853,112,10912,5515,5397,272,98712,49753,48959,492,357612,180719,176893,366,504355,254977,249378,98,269720,136543,133177,4,24900,12851,12049,0,0,0,0
23,447,03598,SUB-DISTRICT,Bhainsdehi,286,277334,140050,137284,18,1825,937,888,61,23411,11830,11581,104,72246,36666,35580,80,112123,56450,55673,23,67729,34167,33562,0,0,0,0,0,0,0,0
23,447,03599,SUB-DISTRICT,Athner,98,94878,48292,46586,4,371,186,185,17,5969,3024,2945,44,30216,15260,14956,24,32697,16696,16001,9,25625,13126,12499,0,0,0,0,0,0,0,0
23,447,03600,SUB-DISTRICT,Betul ,189,166219,84661,81558,21,1974,1004,970,37,13630,6919,6711,72,53239,26773,26466,47,60400,30905,29495,10,25576,13106,12470,2,11400,5954,5446,0,0,0,0
23,447,03601,SUB-DISTRICT,Chicholi,79,77513,38950,38563,6,844,434,410,25,8780,4449,4331,16,12751,6482,6269,23,31075,15610,15465,9,24063,11975,12088,0,0,0,0,0,0,0,0
23,447,03602,SUB-DISTRICT,Ghoda Dongri,160,139904,69991,69913,7,922,454,468,30,10708,5317,5391,73,54204,27115,27089,45,60093,30113,29980,5,13977,6992,6985,0,0,0,0,0,0,0,0
23,447,03603,SUB-DISTRICT,Shahpur,126,107350,54056,53294,11,765,377,388,33,11029,5523,5506,43,30589,15601,14988,32,47595,23754,23841,7,17372,8801,8571,0,0,0,0,0,0,0,0
23,447,03604,SUB-DISTRICT,Multai,254,257102,130341,126761,30,2702,1382,1320,45,16848,8525,8323,80,58667,29691,28976,75,105598,53512,52086,22,59787,30334,29453,2,13500,6897,6603,0,0,0,0
23,447,03605,SUB-DISTRICT,Amla,152,145911,74017,71894,15,1509,741,768,24,8337,4166,4171,60,45700,23131,22569,40,54774,27937,26837,13,35591,18042,17549,0,0,0,0,0,0,0,0
23,448,00000,DISTRICT,Harda ,511,451101,233312,217789,77,6255,3247,3008,115,40652,21025,19627,156,113436,58318,55118,120,165547,85889,79658,40,104036,53833,50203,3,21175,11000,10175,0,0,0,0
23,448,03606,SUB-DISTRICT,Khirkiya,80,67309,34874,32435,17,1339,703,636,18,6769,3537,3232,17,12878,6666,6212,22,30484,15761,14723,6,15839,8207,7632,0,0,0,0,0,0,0,0
23,448,03607,SUB-DISTRICT,Sirali,100,82167,42309,39858,11,1143,608,535,23,7375,3763,3612,44,30408,15640,14768,16,22717,11699,11018,5,11479,5888,5591,1,9045,4711,4334,0,0,0,0
23,448,03608,SUB-DISTRICT,Harda,73,79665,41314,38351,9,520,284,236,18,6644,3475,3169,13,10568,5432,5136,21,28503,14853,13650,12,33430,17270,16160,0,0,0,0,0,0,0,0
23,448,03609,SUB-DISTRICT,Handiya,99,71501,37319,34182,16,1572,765,807,29,9619,4999,4620,30,21588,11224,10364,20,27391,14423,12968,4,11331,5908,5423,0,0,0,0,0,0,0,0
23,448,03610,SUB-DISTRICT,Timarni,53,54427,28376,26051,11,606,347,259,5,1703,894,809,12,9482,4911,4571,17,23055,12034,11021,8,19581,10190,9391,0,0,0,0,0,0,0,0
23,448,03611,SUB-DISTRICT,Rehatgaon,106,96032,49120,46912,13,1075,540,535,22,8542,4357,4185,40,28512,14445,14067,24,33397,17119,16278,5,12376,6370,6006,2,12130,6289,5841,0,0,0,0
23,449,00000,DISTRICT,Hoshangabad,921,851364,445062,406302,75,8910,4662,4248,255,91617,47656,43961,308,221227,115785,105442,204,274201,143681,130520,71,192400,100431,91969,7,49342,25763,23579,1,13667,7084,6583
23,449,03612,SUB-DISTRICT,Seoni-Malwa,176,156688,81662,75026,12,1121,592,529,44,15559,8092,7467,63,46203,24139,22064,44,58155,30276,27879,12,27925,14597,13328,1,7725,3966,3759,0,0,0,0
23,449,03613,SUB-DISTRICT,Itarsi,122,123325,63831,59494,10,913,484,429,35,12585,6437,6148,31,22226,11411,10815,30,41026,21334,19692,15,40572,21029,19543,1,6003,3136,2867,0,0,0,0
23,449,03614,SUB-DISTRICT,Hoshangabad,40,47761,25194,22567,0,0,0,0,13,4798,2489,2309,13,9370,5010,4360,9,12408,6537,5871,4,14247,7458,6789,1,6938,3700,3238,0,0,0,0
23,449,03615,SUB-DISTRICT,Dolariya,52,48063,25119,22944,2,318,174,144,16,5849,3112,2737,19,15050,7818,7232,11,15061,7791,7270,4,11785,6224,5561,0,0,0,0,0,0,0,0
23,449,03616,SUB-DISTRICT,Babai,105,117623,61565,56058,5,495,245,250,23,8757,4617,4140,33,23995,12524,11471,29,41191,21709,19482,14,37465,19439,18026,1,5720,3031,2689,0,0,0,0
23,449,03617,SUB-DISTRICT,Sohagpur,159,124144,65277,58867,15,2177,1164,1013,50,18454,9628,8826,59,40841,21537,19304,30,37314,19718,17596,3,8286,4364,3922,2,17072,8866,8206,0,0,0,0
23,449,03618,SUB-DISTRICT,Pipariya,144,108078,56906,51172,23,2953,1528,1425,46,15275,7931,7344,46,32633,17210,15423,19,26778,14166,12612,9,24555,13007,11548,1,5884,3064,2820,0,0,0,0
23,449,03619,SUB-DISTRICT,Bankhedi,123,125682,65508,60174,8,933,475,458,28,10340,5350,4990,44,30909,16136,14773,32,42268,22150,20118,10,27565,14313,13252,0,0,0,0,1,13667,7084,6583
23,450,00000,DISTRICT,Katni ,905,1028499,525188,503311,82,7383,3811,3572,166,56364,28398,27966,291,213124,108958,104166,233,329181,168134,161047,121,349994,178892,171102,12,72453,36995,35458,0,0,0,0
23,450,03620,SUB-DISTRICT,Murwara,118,147636,75381,72255,8,701,366,335,14,4823,2416,2407,39,28831,14788,14043,40,56905,29087,27818,15,43243,22080,21163,2,13133,6644,6489,0,0,0,0
23,450,03621,SUB-DISTRICT,Rithi,112,127211,64736,62475,12,959,491,468,19,6556,3308,3248,34,25231,12845,12386,32,47789,24450,23339,13,34053,17145,16908,2,12623,6497,6126,0,0,0,0
23,450,03622,SUB-DISTRICT,Barhi,50,89566,45536,44030,4,429,227,202,3,1183,614,569,12,9676,4891,4785,14,19552,9961,9591,16,53521,27242,26279,1,5205,2601,2604,0,0,0,0
23,450,03623,SUB-DISTRICT,Badwara,106,104196,53464,50732,12,792,415,377,23,7616,3604,4012,31,22649,11709,10940,27,36412,18663,17749,13,36727,19073,17654,0,0,0,0,0,0,0,0
